timestamp,machine_id,power_kw,units_produced,power_deviation,efficiency,energy_per_unit,temp_deviation,vibration_deviation,power_std,overload_flag,idle_flag,hour,grid_stress
1788967920,CNC_01,26.3,0.0061,0.0,0.0002319391546791196,4310.7687264382885,-0.7337837837837853,0.0010540540540540377,0.0,0,0,15,0.9999999619771878
1788967920,CNC_02,28.59,0.0064,0.0,0.0002238544867487063,4466.489610998281,-0.5848648648648691,-0.00016216216216216606,0.0,0,0,15,0.9999999650227364
1788967920,CNC_03,26.18,0.0058,0.0,0.00022154315425732793,4513.014997414239,0.007837837837840311,-0.00713513513513514,0.0,0,0,15,0.9999999618029044
1788967920,COMP_01,58.6,0.005,0.0,8.532423062586637e-05,11717.656468706258,1.5951351351351377,0.05391891891891887,0.0,0,0,15,0.9999999829351539
1788967920,PUMP_01,19.55,0.0033,0.0,0.00016879794533002836,5922.447743108149,0.4978378378378352,-0.00045945945945946587,0.0,0,0,15,0.9999999488491075
1788967920,HVAC_01,35.07,0.0,0.0,0.0,35070000.0,-0.045675675675674654,-0.008972972972972976,0.0,0,1,15,0.9999999714856012
1788967920,FURNACE_01,77.51,0.0044,0.0,5.6766868058742514e-05,17611.90638491252,-0.19513513513516045,0.0006486486486486503,0.0,0,0,15,0.9999999870984391
1788967980,CNC_01,26.77,0.0061,0.23499999999999943,0.0002278670068036232,4387.805277823307,-0.5437837837837876,-0.001945945945945965,0.33234018715767655,0,0,15,1.0088561896040629
1788967980,CNC_02,30.45,0.0064,0.9299999999999997,0.00021018061707124412,4757.06920793626,0.15513513513513288,-0.0051621621621621705,1.315218613006978,0,0,15,1.031504030098102
1788967980,CNC_03,27.71,0.0058,0.7650000000000006,0.00020931071059867516,4776.762627133253,0.6178378378378397,0.001864864864864868,1.0818733752154186,0,0,15,1.0283911290261225
1788967980,COMP_01,51.4,0.005,-3.6000000000000014,9.72762626989054e-05,10277.944411117776,-0.23486486486486058,-0.0320810810810811,5.091168824543144,0,0,15,0.9345454375537193
1788967980,PUMP_01,17.8,0.0033,-0.875,0.00018539324801161526,5392.3053620115115,-0.20216216216216054,-0.008459459459459445,1.2374368670764582,0,0,15,0.9531458659627381
1788967980,HVAC_01,33.39,0.0,-0.8400000000000034,0.0,33390000.000000004,-0.7156756756756764,0.0010270270270270263,1.187939392393402,0,1,15,0.9754600942021591
1788967980,FURNACE_01,77.48,0.0044,-0.015000000000000568,5.6788848002208986e-05,17605.089752329015,-0.20513513513515136,0.0006486486486486503,0.02121320343559723,0,0,15,0.9998064262235444
1788968040,CNC_01,28.7,0.0061,1.4433333333333351,0.00021254354660127017,4704.146861170299,0.22621621621621557,-0.004945945945945968,1.2718621518597566,0,0,15,1.052953367263543
1788968040,CNC_02,31.77,0.0064,1.5,0.00020144790048952154,4963.286986408373,0.685135135135134,0.0028378378378378366,1.5976232346833215,0,0,15,1.049553979202049
1788968040,CNC_03,27.21,0.0058,0.17666666666666941,0.00021315691976637557,4690.5705912773665,0.427837837837842,-0.0011351351351351346,0.7801495583113113,0,0,15,1.0065351045671356
1788968040,COMP_01,49.54,0.005,-3.6400000000000006,0.00010092854055453089,9906.01879624075,-0.9748648648648697,-0.0370810810810811,4.7851018797931575,0,0,15,0.9315531979775631
1788968040,PUMP_01,16.29,0.0033,-1.5899999999999999,0.00020257825644086824,4934.868221750984,-0.81216216216216,0.000540540540540535,1.6314717282257762,0,0,15,0.9110737745484465
1788968040,HVAC_01,33.61,0.0,-0.413333333333334,0.0,33610000.0,-0.6356756756756745,-0.0009729729729729755,0.9130899919139062,0,1,15,0.9878514454437707
1788968040,FURNACE_01,78.07,0.0044,0.38333333333332575,5.635967649084571e-05,17739.15019313792,0.034864864864857736,-0.0023513513513513523,0.3323151115031169,0,0,15,1.0049343387333605
1788968100,CNC_01,29.8,0.0061,1.9075000000000024,0.00020469797970812148,4884.445172922471,0.6662162162162133,0.0020540540540540386,1.6418155600838147,0,0,15,1.0683875210760054
1788968100,CNC_02,31.0,0.0064,0.5474999999999994,0.00020645160624349659,4842.993282299641,0.37513513513513175,-0.002162162162162168,1.3545571231956222,0,0,15,1.0179787860445353
1788968100,CNC_03,25.28,0.0058,-1.3149999999999977,0.00022943037067126696,4357.869332873643,-0.3521621621621591,-0.004135135135135137,1.083651235407408,0,0,15,0.9505545797873819
1788968100,COMP_01,55.22,0.005,1.5300000000000011,9.054690165615898e-05,11041.791641671665,0.2451351351351434,0.05491891891891887,4.03796978691025,0,0,15,1.0284969076458017
1788968100,PUMP_01,16.8,0.0033,-0.8099999999999987,0.00019642855973639524,5089.366858527719,-0.6021621621621591,-0.0024594594594594676,1.4373818792049198,0,0,15,0.9540033529810703
1788968100,HVAC_01,35.48,0.0,1.092499999999994,0.0,35480000.0,0.11432432432432549,-0.00597297297297298,1.0422531682209775,0,1,15,1.031770235353828
1788968100,FURNACE_01,78.57,0.0044,0.6624999999999943,5.6001017487577746e-05,17852.760736196316,0.2348648648649032,0.0006486486486486503,0.5183547691173107,0,0,15,1.0085036612841682
1788968160,CNC_01,28.77,0.0061,0.7019999999999982,0.00021202640903627358,4715.6203900999835,0.2562162162162167,-0.003945945945945967,1.4750152541584092,0,0,15,1.0250106518095106
1788968160,CNC_02,29.04,0.0064,-1.129999999999999,0.00022038566734209136,4536.791126386502,-0.4048648648648694,-0.002162162162162168,1.3323475522550416,0,0,15,0.9625455431705157
